EJERCICIO,NRO_ADJUDIC,NRO_COTI,DELEG_SOLIC,NRO_SOLIC,COD_PROV,FECH_ADJUD,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,ESTADO,FECH_ANUL,MOTIVO_ANUL,FECH_ENTREGA,OBSERVACIONES,COND_PAGO,DESC_COND_PAGO,NRO_LLAMADO,CERRADA
2026,209,209,1,212,2538,2026-01-13 00:00:00,SUM,75,2026,O,,,,DF. AIRE ACONDICIONADO FRANCO RICOTTI. PRESUPUESTO .MOVIL 9 AB 039OI.,000115,,1,N
2026,3,3,1,8,1235,2026-01-05 00:00:00,SUM,14,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO X 1° TRIMESTRE, CAMINO JOSE, EXPTE. 3655/2021 1 CUERPO",000115,,1,N
2026,6,6,1,7,1235,2026-01-05 00:00:00,SUM,16,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO 1611 X 1° TRIMESTRE ,CAMINO JOSE, EXPTE. 3665/2021 1° CUERPO",000115,,1,N
2026,8,8,1,6,1235,2026-01-05 00:00:00,SUM,17,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO 1611 X 1° TRIMESTRE, CAMINO JOSE, EXPTE. 3655/2021 1° CUERPO",000115,,1,N
2026,10,10,1,5,1235,2026-01-05 00:00:00,SUM,18,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO 1611 X 1° TRIMESTRE, CAMINO JOSE,EXPTE. 3655/2021 1° CUERPO",000115,,1,N
2026,12,12,1,4,1235,2026-01-05 00:00:00,SUM,19,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO 1611 X 1° TRIMESTRE, CAMINO JOSE EXPTE 3655/2021 CUERPO 1",000115,,1,N
2026,13,13,1,3,1235,2026-01-05 00:00:00,SUM,20,2026,A,2026-01-16 00:00:00,ADMINI,,"PRESUPUESTO 1611 X 1° TRIMESTRE, CAMINO JOSE, EXPTE 3655/2021 CUERPO 1",000115,,1,N
2026,14,14,1,2,1235,2026-01-05 00:00:00,SUM,9,2026,A,2026-01-06 00:00:00,ADMINI,,PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION,000115,,1,N
2026,16,16,1,15,826,2026-01-05 00:00:00,SUM,61,2026,O,,,,Previsión Maiz Susana,000115,,1,N
2026,17,17,1,16,2791,2026-01-05 00:00:00,SUM,59,2026,O,,,,Previsión Management Pzz (La Plata),000115,,1,N
2026,18,18,1,17,1608,2026-01-05 00:00:00,SUM,58,2026,O,,,,PREVISION INMOBILARIA SAN CARLOS,000115,,1,N
2026,19,19,1,18,2931,2026-01-05 00:00:00,SUM,49,2026,O,,,,PREVISION DE GUAMAFLO S.A,000115,,1,N
2026,20,20,1,19,174,2026-01-05 00:00:00,SUM,47,2026,O,,,,Previsión Moyano Jorge Mario,000115,,1,N
2026,64,64,1,71,2150,2026-01-07 00:00:00,SUM,35,2026,O,,,,PREVISION DE CHANCHA DE DELEGACION,000115,,1,N
2026,72,72,1,60,1765,2026-01-07 00:00:00,SUM,54,2026,O,,,,Previsión Oscar Gustavo,000115,,1,N
2026,73,73,1,73,201,2026-01-07 00:00:00,SUM,29,2026,O,,,,"PREVISION DE PUBLICIDAD DE LICITACIONES, BOLETIN OFICIAL",000115,,1,N
2026,74,74,1,70,1994,2026-01-07 00:00:00,SUM,38,2026,O,,,,Corresponde prevision ANDINA 1923 S.A,000115,,1,N
2026,75,75,1,72,2330,2026-01-07 00:00:00,SUM,33,2026,O,,,,COMBUSTIBLE DEL SALADO,000115,,1,N
2026,407,410,1,430,297,2026-01-22 00:00:00,PRESU,29045,2026,O,,,,PROV. RAFAEL BOBINO Y CIA PRESUP.29045  HERBICIDA PARA ESAPACIOS PUBLICOS,000000,,1,N
2026,211,211,1,213,441,2026-01-13 00:00:00,SUM,72,2026,O,,,,"PAPELERA ALPA., PAOLA AMELIA MATIENZO. PRESUPUESTOS Nº 3829,3832.LABORATORIO, FACTURACION, HOGAR DE ANCIANOS.",000115,,1,N
2026,213,213,1,214,3287,2026-01-13 00:00:00,SUM,117,2026,O,,,,"Presupuesto 1850, Avellaneda 7163",000115,,1,N
2026,408,411,1,438,2222,2026-01-22 00:00:00,PRESU,0,2026,O,,,,PROV. ESPONDABURU PEDRO HORACIO- SEC PRODUCCION,000000,,1,N
2026,409,412,1,440,1514,2026-01-23 00:00:00,PRESU,0,2026,O,,,,PROV. CASA ELICEIRY GAS OIL PARA  MAQUIANAS DE PREDIO DISPOSICION FINAL DE RESIDUSO RUTA 11 KM 405.5,000000,,1,N
2026,439,442,1,478,2330,2026-01-27 00:00:00,SUM,453,2026,O,,,,CORRESPONDE PREVISION COMBUSTIBLES DEL SALADO - SEC GOBIERNO,000115,,1,N
2026,441,444,1,479,2843,2026-01-27 00:00:00,SUM,438,2026,O,,,,"PRESUPUESTO N° X 6976064 de Rost, Tamara de ""Frutería Negrin"" Esfuerzo Solidario",000115,,1,N
2026,444,447,1,470,3322,2026-01-27 00:00:00,SUM,439,2026,O,,,,PINAMAR HIGIENE SRL- PRESUPUESTO N° 0016-00002311/2312/2313/2314/2315 (LAVADERO-COCINA- OFICCE DE MUCAMAS),000115,,1,N
2026,447,450,1,471,3165,2026-01-27 00:00:00,SUM,440,2026,O,,,,VELIBO SUPPLIES S.A.S- PRESUPUESTO N° 0001-00010768 (FARMACIA),000115,,1,N
2026,473,476,1,509,3208,2026-01-28 00:00:00,CONTR,0,2026,O,,,,PROV. CASTILLO MANUEL ALEJANDRO- SEC PRODUCCION- PARQUE INDUSTRIAL,000000,,1,N
2026,474,477,1,224,3356,2026-01-28 00:00:00,PRESU,282190,2026,O,,,,PEREZ JORGE- PRESUPUESTO N° 282190 (COCINA) DESDE 16/12/25 AL 23/12/25,000000,,1,N
2026,475,478,1,139,3356,2026-01-28 00:00:00,PRESU,282188,2026,O,,,,PEREZ JORGE- PRESUPUESTO N° 282188 (COCINA) DESDE EL 22/12/25 AL 29/12/25,000000,,1,N
2026,117,117,1,114,2595,2026-01-09 00:00:00,SUM,153,2026,O,,,,"PROV.IVAN PERICO PRESUP.7915 REPUESTOS PARA VW LED013, COLECTIVO JZH266",000115,,1,N
2026,166,166,1,162,68,2026-01-13 00:00:00,SUM,194,2026,O,,,,"PRESUPUESTO N° X 7390242 de Peyrano, Sergio de ""Atmósferico La Primera""",000115,,1,N
2026,168,168,1,163,1112,2026-01-13 00:00:00,SUM,199,2026,O,,,,"PRESUPUESTO de ""El centro de los Amigos"" Familias: Arce, Evelyn - Britos",000115,,1,N
2026,169,169,1,164,1879,2026-01-13 00:00:00,SUM,197,2026,O,,,,"PRESUPUESTO N° 00003036 de ""Rodamientos Tuyú"" Para camioneta F100 patente AYQ 605",000115,,1,N
