ANIO_PRESUP,JURISDICCION,TRIM1_CUOTA,TRIM2_CUOTA,TRIM3_CUOTA,TRIM4_CUOTA,TRIM1_COMPR,TRIM2_COMPR,TRIM3_COMPR,TRIM4_COMPR
2008,1110106000,355657.53,659657.53,533657.53,990657.53,320239.42,588979.83,508190.87,936214.85
2008,1110107000,128000.0,128000.0,128000.0,128000.0,45007.41,34049.49,65820.66,102727.18
2008,1110108000,199448.4,228678.4,258678.4,283678.4,199135.35,207723.05,253108.95,274595.2
2008,1110109000,78549.94,88549.94,148549.94,253549.92,61162.06,90614.54,122154.94,305102.87
2008,1110110000,57461.96,57461.96,52461.96,72461.9,58819.67,48354.77,48807.32,60121.69
2008,1110111000,385625.0,415625.0,375625.0,399625.0,274751.67,312559.19,293325.12,330519.2
2008,1110112000,245600.07,305600.07,245600.07,295600.07,260349.63,283653.85,252016.72,352842.22
2008,1110113000,345573.54,509573.54,300573.54,395573.5,270802.14,367630.72,305205.52,354033.03
2008,1110114000,51519.63,61519.63,51519.63,51519.63,44876.78,42376.56,37752.9,53503.76
2008,1110200000,120192.01,150192.01,120192.01,190192.0,97245.87,115008.01,126533.79,152307.85
2009,1110101000,167918.62,357918.62,280918.62,260918.62,166975.1,242912.5,218621.08,210588.19
2009,1110102000,519828.32,493828.32,483828.32,535828.32,510621.24,503784.33,457318.79,492728.01
2009,1110103000,2413115.5,49783115.5,42563115.5,35613115.5,2264949.14,38125901.88,7495807.25,4803427.33
2009,1110104000,2646859.7,2746859.7,2657859.7,4191859.7,2663839.2,2738743.07,2591920.0,3605019.48
2009,1110105000,185848.69,235848.69,205848.69,215848.69,191219.25,209047.92,195331.0,229555.97
2009,1110106000,845315.35,2545315.35,1075315.35,985315.35,797618.64,884677.99,962529.67,1189556.85
2009,1110107000,63500.0,83500.0,83500.0,63500.0,43664.75,74075.63,67259.84,34000.92
2009,1110108000,399505.37,399505.37,635505.37,545505.37,361575.06,325317.02,578369.2,604059.97
2009,1110109000,116802.32,116802.32,146802.32,206802.32,110267.28,130644.08,153892.45,222460.9
2009,1110110000,112609.02,59109.02,96109.02,176109.02,86319.26,56656.51,67264.14,80814.68
2009,1110111000,408750.0,408750.0,408750.0,808750.0,234856.54,351238.77,333616.31,782138.94
2009,1110112000,319724.85,284724.85,294724.85,784724.85,352399.49,331641.56,343577.11,710637.02
2009,1110113000,659838.47,732838.47,606838.47,771838.47,531268.94,692616.71,565290.04,696475.46
2009,1110114000,64704.46,94704.46,64704.46,70704.46,46969.23,53794.91,46523.46,56380.75
2009,1110115000,149259.49,254259.49,84259.49,134259.49,157693.11,181539.87,71306.25,141564.68
2009,1110200000,164275.97,194275.97,164275.97,164275.97,135429.16,150352.37,137362.85,184497.92
2010,1110107000,2200000.0,497500.0,408500.0,528500.0,26151.05,74192.42,73195.37,211570.28
2010,1110101000,324833.62,304900.0,404866.62,314866.62,293244.39,312550.13,280224.55,237824.75
2010,1110102000,693650.32,703650.32,563650.32,513650.32,710897.15,792301.42,655834.62,681654.24
2010,1110103000,3958787.0,4153787.0,9828787.0,6388787.0,3397879.59,3880883.29,9282904.98,8994042.53
2010,1110104000,3738997.36,4898997.36,4198997.36,5998997.36,3461934.86,3897427.77,4168858.92,5455854.28
2010,1110105000,208197.73,248197.73,338197.73,358197.73,206610.66,280817.62,275734.98,368048.57
2010,1110106000,511660.8,543660.8,601660.8,696660.8,422328.63,474318.52,706602.65,758315.8
2010,1110108000,329246.16,149246.16,149246.16,252246.16,228272.9,167980.95,155824.61,246113.94
2010,1110109000,122918.54,152918.54,262918.54,942918.54,155809.65,207607.05,268973.8,897522.92
2010,1110110000,58299.02,78299.02,88299.02,78299.02,80589.56,102158.22,86278.18,104653.91
2010,1110111000,527500.0,547500.0,530500.0,597500.0,536158.74,512502.4,505973.03,603324.1
2010,1110112000,384432.98,464432.98,534432.98,475432.98,483894.57,614243.29,673284.89,682693.0
2010,1110113000,808723.95,858723.95,898732.95,1208732.95,787567.33,786996.56,806977.17,1473867.46
2010,1110114000,50564.34,60564.34,50564.34,50564.34,58545.53,73875.42,73581.33,77502.76
2010,1110115000,130111.68,290111.68,801111.68,470111.68,101992.34,251625.13,604359.43,521818.57
2010,1110200000,193809.54,193809.54,193809.54,193809.54,162730.31,187581.0,169950.78,198440.73
2011,1110101000,331702.67,313702.0,360702.67,336702.67,288601.69,331941.85,377311.93,317902.59
2011,1110102000,955450.6,1029450.6,685450.6,700450.6,1031776.69,1156246.41,793706.12,868553.28
2011,1110103000,6191384.0,9717364.0,10135864.0,38954864.0,5869941.21,9546059.98,11052857.15,9698176.48
2011,1110104000,5523770.0,5784470.0,5989770.0,6562770.0,5362966.84,5980094.72,5843656.68,6852464.2
2011,1110105000,398723.0,446723.0,442723.0,604723.0,374554.83,464506.29,471135.29,550177.36
2011,1110106000,851203.0,879203.0,941203.0,1870203.0,774850.44,912100.55,979578.36,1321973.5
2011,1110107000,5394000.0,1261000.0,1053000.0,125000.0,4130530.53,637621.66,47837.91,68547.59
2011,1110108000,260331.75,633331.75,1198331.75,330331.75,213486.73,614551.55,559741.21,394734.21
2011,1110109000,203039.0,289239.0,372039.0,1154039.0,224789.79,330361.25,442208.69,1094278.82
2011,1110110000,85027.5,105027.5,85027.5,85027.5,91718.32,134240.39,97114.91,106377.87
2011,1110111000,836250.0,593250.0,1360250.0,556250.0,666395.1,593134.35,1182014.14,578825.77
2011,1110112000,557990.0,667990.0,635990.0,870000.0,680456.34,886142.56,843265.79,1145469.89
2011,1110113000,1350070.75,1977000.0,2957672.75,900070.0,1055452.72,1201817.65,2634245.32,1104931.48
2011,1110114000,56297.84,400352.0,56297.84,71297.84,86341.02,96246.82,65153.91,91811.75
2011,1110115000,443959.91,396759.91,245959.91,375959.91,418415.83,368808.25,283041.38,347082.75
2011,1110200000,274176.75,274176.75,274176.75,274176.75,193350.09,247035.09,209766.15,277082.92
2012,1110107000,5654000.0,15505000.0,42000.0,100000.0,6876555.31,1937501.7,38391.89,93736.44
2012,1110111000,887500.0,887500.0,887500.0,887500.0,741979.71,717691.0,763340.96,807951.58
2012,1110102000,1025826.0,1155826.87,875826.87,993826.87,1179545.61,1453607.3,1799822.02,2234391.83
2012,1110109000,395003.75,427003.0,467003.75,892003.0,414703.37,1101778.95,755989.31,1694083.02
2012,1110106000,1084244.0,894244.02,924244.02,922244.02,1124978.18,1146949.72,1371631.6,1744490.33
2012,1110108000,568422.0,258422.0,250422.15,358422.15,422342.75,260166.07,507905.48,961425.88
2012,1110112000,860586.1,900586.1,896586.1,1015586.1,1148874.75,1357709.78,2322952.3,2570396.02
2012,1110113000,1371020.0,2501020.0,1261020.3,1241020.3,1556830.0,3296830.5,2234506.23,2863965.07
2012,1110101000,352273.55,492273.55,655273.55,347273.55,286365.15,737952.77,569942.88,538573.38
2012,1110103000,206097805.2,6817805.0,6677805.2,6277805.0,6909914.44,5753841.94,6065744.21,10639184.82
2012,1110104000,10046735.0,6861735.7,7331735.7,10128735.7,7136926.91,7205626.41,6980563.4,9370194.76
2012,1110105000,1078127.0,563127.85,648127.85,907127.85,851697.13,1089608.54,1002070.07,1546333.04
2012,1110110000,120222.44,121222.44,120222.44,130222.44,172122.25,326753.9,426460.86,631445.65
2012,1110114000,87164.68,107164.68,247167.68,223164.0,88659.7,146811.91,230863.73,258721.86
2012,1110115000,192912.56,1922912.56,192912.56,192912.56,157137.83,243168.06,445829.78,464016.57
2012,1110200000,518844.42,420844.42,468844.42,418844.42,254590.93,356350.1,558542.02,618509.91
2013,1110107000,7995000.0,760000.0,704500.0,800000.0,9114396.59,325242.76,18245.8,19115.9
2013,1110104000,10500000.0,13498004.0,9848004.0,11388004.0,9187724.47,11289994.82,10467667.45,13385129.52
2013,1110109000,684500.0,781922.09,931500.0,1396500.0,636363.55,880902.53,607728.5,2230164.15
2013,1110111000,1290000.0,1225000.0,1375000.0,1235000.0,990525.9,832540.06,1502131.28,1393233.79
2013,1110102000,1355000.0,1946116.0,1431000.0,4119000.0,1541812.47,2187394.59,1575284.35,3715596.87
2013,1110112000,1149500.0,1693543.33,1193500.0,1293500.0,1555874.28,1805690.53,1788739.01,7455944.54
2013,1110200000,503815.0,503715.0,503715.0,613715.0,374905.03,672516.4,365177.97,1034725.64
2013,1110103000,50719093.0,8504828.0,89899750.0,18951750.0,6326161.85,8016907.24,9675763.67,14364656.66
2013,1110108000,359250.0,389573.41,669250.0,379250.0,342265.07,268762.04,316690.52,1282477.98
2013,1110113000,2156682.5,2270060.0,5992849.0,4832849.1,2244214.54,2647519.7,3061817.94,7425100.67
2013,1110106000,1361050.0,2087938.0,2147250.0,2997250.0,1407620.72,1667942.66,1836007.32,3409542.86
2013,1110105000,1154250.0,1647923.0,1157250.0,2057250.0,1228907.76,1247302.65,1076591.73,4521747.93
2013,1110101000,488750.0,560527.69,588750.0,848750.0,517363.33,561496.38,609729.56,1105774.1
2013,1110110000,174794.06,157294.06,154794.06,214794.06,231041.45,202104.84,217603.84,627861.41
2013,1110114000,211395.2,111395.2,111395.2,121995.2,128897.8,146536.41,230136.27,566689.13
2013,1110115000,100000.0,148000.0,100000.0,300000.0,117376.37,141485.59,104852.47,597363.58
2014,1110101000,1041789.4,1271789.0,1171789.4,1149789.39,977583.07,1367913.18,1434826.69,1383245.16
2014,1110107000,190040000.0,2540000.0,50000.0,10000.0,7689889.58,2064367.12,52002.0,824.75
2014,1110102000,1521439.22,2042439.23,1871439.22,2491439.23,2036379.36,3196150.82,3080430.62,2875867.17
2014,1110103000,13062232.29,20491232.29,9311232.29,1138681232.29,13104576.15,12091025.06,10512274.03,14948657.41
2014,1110104000,12979370.63,18269370.63,22959370.63,15944370.63,12555941.87,15510889.08,14342261.35,18279620.31
2014,1110105000,1248925.35,1500925.35,1295925.35,2165925.36,1809400.51,2685000.46,2398125.69,2602238.77
2014,1110106000,1507775.78,1597775.78,1667775.78,2797775.78,1971952.72,2312705.98,2542666.08,2961861.83
2014,1110108000,399073.67,449073.67,404073.67,1399073.65,606654.42,695482.69,834311.63,975296.46
2014,1110109000,6984324.89,877324.88,687324.89,1202324.88,1242541.99,1713096.32,1714048.99,1782523.67
2014,1110110000,194841.16,194841.16,194841.16,224841.16,325816.52,424865.66,373798.91,409178.07
2014,1110111000,1963244.28,1963244.28,1900244.28,1993244.27,1262148.64,1414929.76,1920087.73,2175485.13
2014,1110112000,1761871.41,1961871.41,1761871.41,1761871.41,3176410.02,4296204.56,3845529.79,3399358.53
2014,1110113000,4099690.98,3994690.98,4054690.98,6914690.98,4474082.49,7364254.32,6422580.32,7835181.34
2014,1110114000,127253.03,177253.03,197253.03,477253.04,179868.05,396269.95,349777.54,440024.38
2014,1110115000,114414.7,114414.7,114414.7,214414.69,138274.38,322309.05,290851.74,268205.11
2014,1110200000,807847.5,807847.5,807847.5,807847.5,741706.57,1046787.09,931921.56,942341.71
2015,1110101000,2220000.0,1997000.0,1667000.0,1561000.0,1902798.41,1645904.92,1292171.2,1852032.71
2015,1110102000,3150000.0,27971800.0,3500000.0,3501800.0,3131987.19,5570259.94,4810400.33,6347433.26
2015,1110103000,16900000.0,15766882.0,44950000.0,15196882.5,16007738.62,17528428.39,22502873.46,23817776.67
2015,1110104000,22400000.0,20799600.0,22800000.0,29579600.0,18017956.67,22381370.36,24298247.73,27682433.34
2015,1110105000,2300000.0,2031802.9,3000000.0,5799802.93,2641556.33,3680630.78,3632384.56,7474281.59
2015,1110200000,1370408.7,1170408.8,1170408.7,1170408.8,1009214.04,1329641.06,1130717.29,1643107.78
2015,1110115000,190000.0,301250.0,2190000.0,881250.0,167552.78,610020.24,570599.4,1327737.07
2015,1110114000,350000.0,452750.0,350000.0,357750.0,515573.46,735233.62,561143.08,849014.34
2015,1110113000,3990000.0,5164900.0,6100000.0,6799900.0,6211476.2,10189680.62,8381797.03,12109054.34
2015,1110112000,2000000.0,2229550.0,2000000.0,2229550.0,3197934.21,5947545.03,4228517.56,6755711.73
2015,1110111000,1725000.0,1750000.0,3900000.0,1750000.0,1846317.61,2057400.72,3728128.53,2054851.86
2015,1110110000,300000.0,362350.0,300000.0,362350.0,391624.92,794457.35,518021.64,646498.57
2015,1110109000,1500000.0,1676849.7,1600000.0,1676849.39,1688037.31,2482641.82,2440351.37,3118484.35
2015,1110108000,500000.0,633450.0,500000.0,633450.0,902546.03,1100126.92,844586.01,1420882.42
2015,1110107000,2004600000.0,1283834.0,813833.0,963833.0,12021040.99,860871.81,497363.98,780395.34
2015,1110106000,2300000.0,2987597.54,4000000.0,3987597.54,2564909.16,3405703.72,4585307.5,6000287.31
2016,1110107000,11900000.0,15650000.0,2950000.0,1700000.0,11957186.88,8387191.91,1343416.19,3008620.97
2016,1110104000,25900000.0,30950000.0,549900000.0,38530000.0,26954676.96,32245110.09,34289237.98,37761289.26
2016,1110112000,2600000.0,2445000.0,2000000.0,2800000.0,5163701.55,3509438.34,4469248.98,4835208.56
2016,1110102000,3900000.0,4850000.0,6750000.0,5750000.0,5055392.91,4752122.88,6658595.68,6454483.01
2016,1110103000,10980000.0,7050000.0,12710000.0,23911000.0,10679432.16,7144385.93,13268736.99,21210990.25
