SEC_MOV_COMP,EJERCICIO,FECH_MOV,CODIGO_UE,CODIGO_FF,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,NRO_REG_COMP,NRO_REGUL,IMPORTE,NRO_REINT,FECH_HORA,NRO_OPEA,NRO_RENG,IMPORTE_DIFER
536178,2026,2026-02-27 00:00:00,2,110,3,4,6,0,1110102000,1,0,0,1514,,724301.0,,2026-02-27 07:40:38,,,0.0
536179,2026,2026-02-27 00:00:00,2,110,3,4,6,0,1110102000,1,0,0,1515,,676419.0,,2026-02-27 07:42:13,,,0.0
536183,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,24598.42,,2026-02-27 08:04:04,1099,,
536184,2026,2026-02-27 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,407331.0,,2026-02-27 08:06:03,1100,,
536185,2026,2026-02-27 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,552552.0,,2026-02-27 08:07:48,1101,,
536186,2026,2026-02-27 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,382536.0,,2026-02-27 08:10:51,1102,,
536188,2026,2026-02-27 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,533456.0,,2026-02-27 08:13:57,1103,,
536709,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,24870.02,,2026-02-27 10:41:24,1104,,
536711,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,42491.2,,2026-02-27 10:43:24,1105,,
536715,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,21768.52,,2026-02-27 10:44:43,1106,,
536717,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,13651.32,,2026-02-27 10:52:23,1107,,
536719,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,52500.0,,2026-02-27 11:03:46,1108,,
536720,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,3050.0,,2026-02-27 11:05:42,1109,,
536721,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,64400.07,,2026-02-27 11:11:43,1110,,
536723,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,309640.26,,2026-02-27 11:17:33,1111,,
536726,2026,2026-02-27 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,,63337.62,,2026-02-27 11:24:24,1112,,
536728,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,5100.0,,2026-02-27 11:31:06,1113,,
536729,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,28754.27,,2026-02-27 11:34:00,1114,,
536730,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,24780.09,,2026-02-27 11:42:34,1115,,
536731,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,16000.25,,2026-02-27 11:45:25,1116,,
536732,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,173400.0,,2026-02-27 11:46:56,1117,,
536733,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,31000.0,,2026-02-27 11:50:06,1118,,
536734,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,36000.0,,2026-02-27 11:56:03,1119,,
536735,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,106915.04,,2026-02-27 12:01:20,1120,,
536736,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,24159.94,,2026-02-27 12:07:43,1121,,
536737,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,11697.07,,2026-02-27 12:10:03,1122,,
536738,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,18600.0,,2026-02-27 12:18:17,1123,,
536739,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,3716.0,,2026-02-27 12:39:15,1124,,
536740,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,33999.35,,2026-02-27 12:41:23,1125,,
536741,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,24676.52,,2026-02-27 12:44:21,1126,,
536742,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,14250.0,,2026-02-27 12:50:18,1127,,
536743,2026,2026-02-27 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,26259.98,,2026-02-27 12:53:50,1128,,
537452,2026,2026-03-13 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,624000.0,,2026-03-13 08:56:10,1247,,
537454,2026,2026-03-13 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,-624000.0,,2026-03-13 09:45:00,1247,,
537455,2026,2026-03-13 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,624000.0,,2026-03-13 09:53:30,1248,,
537458,2026,2026-03-13 00:00:00,6,110,3,4,9,0,1110105000,30,0,0,1982,,26957788.0,,2026-03-13 10:38:24,,,0.0
537459,2026,2026-03-13 00:00:00,20,131,5,1,7,0,1110113000,47,0,0,1983,,10324295.76,,2026-03-13 11:32:25,,,0.0
537460,2026,2026-03-13 00:00:00,14,110,1,3,1,0,1110108000,29,0,0,1984,,239143.51,,2026-03-13 00:00:00,,,
537461,2026,2026-03-13 00:00:00,19,110,1,3,1,0,1110112000,1,0,0,1985,,261000.35,,2026-03-13 00:00:00,,,
537464,2026,2026-03-13 00:00:00,2,110,3,1,4,0,1110102000,33,0,0,1988,,122860.0,,2026-03-13 12:40:18,,,0.0
537465,2026,2026-03-13 00:00:00,20,110,3,5,1,0,1110113000,1,0,0,1989,,46000.0,,2026-03-13 13:01:48,,,0.0
537466,2026,2026-03-13 00:00:00,20,110,2,3,1,0,1110113000,1,0,0,1989,,11800.0,,2026-03-13 13:02:15,,,0.0
537467,2026,2026-03-13 00:00:00,20,110,3,5,1,0,1110113000,1,0,0,1990,,-46000.0,,2026-03-13 13:08:51,,,0.0
537468,2026,2026-03-13 00:00:00,20,110,2,3,1,0,1110113000,1,0,0,1990,,-11800.0,,2026-03-13 13:08:51,,,0.0
537469,2026,2026-03-13 00:00:00,20,110,3,5,1,0,1110113000,1,0,0,1991,,56000.0,,2026-03-13 13:10:41,,,0.0
537470,2026,2026-03-13 00:00:00,20,110,2,3,4,0,1110113000,1,0,0,1991,,11800.0,,2026-03-13 13:11:14,,,0.0
537370,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,93000.0,,2026-03-12 09:46:36,1241,,
537373,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,690400.0,,2026-03-12 09:57:02,1242,,
537374,2026,2026-03-12 00:00:00,2,110,3,1,4,0,1110102000,1,0,0,1946,,58760.42,,2026-03-12 10:03:18,,,0.0
537375,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,179000.0,,2026-03-12 10:10:02,1243,,
537376,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,347000.0,,2026-03-12 10:14:45,1244,,
537377,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,146400.0,,2026-03-12 10:22:31,1245,,
537378,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,695000.0,,2026-03-12 10:28:38,1246,,
537380,2026,2026-03-12 00:00:00,2,110,3,5,3,0,1110102000,1,0,0,1948,,-200000.01,,2026-03-12 11:07:10,,,0.0
537383,2026,2026-03-12 00:00:00,2,110,3,4,6,0,1110102000,1,0,0,1950,,876963.6,,2026-03-12 11:53:47,,,0.0
537384,2026,2026-03-12 00:00:00,2,110,3,4,6,0,1110102000,1,0,0,1950,,904754.7,,2026-03-12 11:54:47,,,0.0
537396,2026,2026-03-12 00:00:00,13,110,2,5,6,0,1110109000,28,0,0,1952,,75000.0,,2026-03-12 12:38:19,,,0.0
537405,2026,2026-03-12 00:00:00,13,110,3,5,9,0,1110109000,28,0,0,1954,,75000.0,,2026-03-12 12:53:51,,,0.0
537397,2026,2026-03-12 00:00:00,13,110,3,5,1,0,1110109000,28,0,0,1952,,85700.0,,2026-03-12 12:40:23,,,0.0
537398,2026,2026-03-12 00:00:00,13,110,3,2,9,0,1110109000,28,0,0,1952,,78000.0,,2026-03-12 12:41:25,,,0.0
537399,2026,2026-03-12 00:00:00,13,110,3,7,9,0,1110109000,28,0,0,1952,,25000.0,,2026-03-12 12:43:15,,,0.0
537400,2026,2026-03-12 00:00:00,13,110,2,5,6,0,1110109000,28,0,0,1952,,24999.95,,2026-03-12 12:44:37,,,0.0
537401,2026,2026-03-12 00:00:00,13,110,3,5,1,0,1110109000,28,0,0,1953,,-85700.0,,2026-03-12 12:46:01,,,0.0
537402,2026,2026-03-12 00:00:00,13,110,3,7,9,0,1110109000,28,0,0,1953,,-25000.0,,2026-03-12 12:46:01,,,0.0
537403,2026,2026-03-12 00:00:00,13,110,2,5,6,0,1110109000,28,0,0,1953,,-99999.95,,2026-03-12 12:46:01,,,0.0
537404,2026,2026-03-12 00:00:00,13,110,3,2,9,0,1110109000,28,0,0,1953,,-78000.0,,2026-03-12 12:46:01,,,0.0
537406,2026,2026-03-12 00:00:00,13,110,2,5,6,0,1110109000,28,0,0,1954,,24999.95,,2026-03-12 12:53:27,,,0.0
537407,2026,2026-03-12 00:00:00,13,110,3,2,9,0,1110109000,28,0,0,1954,,78000.0,,2026-03-12 12:54:22,,,0.0
537408,2026,2026-03-12 00:00:00,13,110,3,5,1,0,1110109000,28,0,0,1954,,85700.0,,2026-03-12 12:54:49,,,0.0
537409,2026,2026-03-12 00:00:00,13,110,3,7,9,0,1110109000,28,0,0,1954,,25000.0,,2026-03-12 12:55:20,,,0.0
537091,2026,2026-03-10 00:00:00,5,131,2,5,1,0,1110104000,16,0,0,1789,,215398.83,,2026-03-10 08:07:17,,,0.0
537092,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1789,,29136.8,,2026-03-10 08:07:17,,,0.0
537093,2026,2026-03-10 00:00:00,5,131,2,5,2,0,1110104000,16,0,0,1790,,5073395.0,,2026-03-10 08:07:50,,,0.0
537094,2026,2026-03-10 00:00:00,5,131,2,3,4,0,1110104000,16,0,0,1791,,142699.07,,2026-03-10 08:10:51,,,0.0
537095,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1791,,60640.44,,2026-03-10 08:10:51,,,0.0
537096,2026,2026-03-10 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1792,,6000.0,,2026-03-10 08:11:33,,,0.0
537097,2026,2026-03-10 00:00:00,6,110,3,5,9,0,1110105000,50,0,0,1793,,500000.0,,2026-03-10 08:12:38,,,0.0
537098,2026,2026-03-10 00:00:00,3,131,2,5,6,0,1110111000,23,0,0,1794,,10248000.0,,2026-03-10 08:13:44,,,0.0
537099,2026,2026-03-10 00:00:00,20,110,2,9,6,0,1110113000,42,0,0,1795,,214900.0,,2026-03-10 08:14:34,,,0.0
537100,2026,2026-03-10 00:00:00,20,110,2,4,3,0,1110113000,42,0,0,1795,,25500.0,,2026-03-10 08:14:34,,,0.0
537101,2026,2026-03-10 00:00:00,20,110,2,9,6,0,1110113000,42,0,0,1796,,338100.0,,2026-03-10 08:15:09,,,0.0
537102,2026,2026-03-10 00:00:00,20,110,2,5,1,0,1110113000,42,0,0,1796,,9000.0,,2026-03-10 08:15:09,,,0.0
537103,2026,2026-03-10 00:00:00,20,110,2,9,3,0,1110113000,42,0,0,1797,,70072.8,,2026-03-10 08:15:32,,,0.0
537104,2026,2026-03-10 00:00:00,20,110,2,9,2,0,1110113000,42,0,0,1797,,40250.0,,2026-03-10 08:15:32,,,0.0
537105,2026,2026-03-10 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1798,,115200.0,,2026-03-10 08:16:08,,,0.0
537106,2026,2026-03-10 00:00:00,25,132,2,5,6,0,1110118000,46,0,0,1799,,10248000.0,,2026-03-10 08:17:10,,,0.0
537107,2026,2026-03-10 00:00:00,25,132,2,5,6,0,1110118000,48,0,0,1800,,4270000.0,,2026-03-10 08:18:16,,,0.0
537108,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1801,,49000.44,,2026-03-10 08:25:38,,,0.0
537109,2026,2026-03-10 00:00:00,5,131,2,3,4,0,1110104000,16,0,0,1801,,17944.24,,2026-03-10 08:25:38,,,0.0
537110,2026,2026-03-10 00:00:00,5,131,2,3,9,0,1110104000,16,0,0,1801,,22562.88,,2026-03-10 08:25:38,,,0.0
537111,2026,2026-03-10 00:00:00,5,131,2,5,2,0,1110104000,16,0,0,1802,,2833657.09,,2026-03-10 08:26:38,,,0.0
537112,2026,2026-03-10 00:00:00,5,131,2,5,2,0,1110104000,16,0,0,1803,,3048039.07,,2026-03-10 08:27:14,,,0.0
537113,2026,2026-03-10 00:00:00,5,131,2,9,5,0,1110104000,16,0,0,1804,,96024.0,,2026-03-10 08:28:40,,,0.0
537114,2026,2026-03-10 00:00:00,5,131,2,5,2,0,1110104000,16,0,0,1804,,191024.13,,2026-03-10 08:28:40,,,0.0
537115,2026,2026-03-10 00:00:00,5,131,2,9,2,0,1110104000,16,0,0,1805,,55500.0,,2026-03-10 08:29:18,,,0.0
537116,2026,2026-03-10 00:00:00,5,131,2,3,4,0,1110104000,16,0,0,1805,,5349.86,,2026-03-10 08:29:18,,,0.0
537117,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1805,,17700.0,,2026-03-10 08:29:18,,,0.0
537118,2026,2026-03-10 00:00:00,5,131,2,9,2,0,1110104000,16,0,0,1806,,22480.67,,2026-03-10 08:31:30,,,0.0
537119,2026,2026-03-10 00:00:00,5,131,2,3,4,0,1110104000,16,0,0,1806,,74869.86,,2026-03-10 08:31:30,,,0.0
537120,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1806,,800584.59,,2026-03-10 08:31:30,,,0.0
537121,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1806,,60640.44,,2026-03-10 08:31:30,,,0.0
537122,2026,2026-03-10 00:00:00,6,110,2,9,3,0,1110105000,50,0,0,1807,,28600.0,,2026-03-10 08:34:29,,,0.0
537123,2026,2026-03-10 00:00:00,6,110,2,9,9,0,1110105000,50,0,0,1807,,47000.0,,2026-03-10 08:34:29,,,0.0
537124,2026,2026-03-10 00:00:00,6,110,2,7,1,0,1110105000,50,0,0,1807,,3000.0,,2026-03-10 08:34:29,,,0.0
537125,2026,2026-03-10 00:00:00,20,110,2,9,6,0,1110113000,42,0,0,1808,,361000.0,,2026-03-10 08:38:16,,,0.0
537126,2026,2026-03-10 00:00:00,5,131,3,9,9,0,1110104000,16,0,0,1809,,231400.0,,2026-03-10 08:38:38,,,0.0
537128,2026,2026-03-10 00:00:00,5,131,2,3,4,0,1110104000,16,0,0,1810,,98299.9,,2026-03-10 08:39:45,,,0.0
537129,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1810,,32809.78,,2026-03-10 08:39:45,,,0.0
537130,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1810,,60640.44,,2026-03-10 08:39:45,,,0.0
537132,2026,2026-03-10 00:00:00,5,131,2,9,3,0,1110104000,16,0,0,1811,,35900.0,,2026-03-10 08:51:22,,,0.0
537133,2026,2026-03-10 00:00:00,11,110,2,5,7,0,1110104000,17,0,0,1812,,269840.0,,2026-03-10 08:54:59,,,0.0
537134,2026,2026-03-10 00:00:00,11,110,2,5,4,0,1110104000,17,0,0,1812,,12900.0,,2026-03-10 08:54:59,,,0.0
537135,2026,2026-03-10 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1813,,1523303.0,,2026-03-10 08:55:28,,,0.0
537136,2026,2026-03-10 00:00:00,5,131,2,9,6,0,1110104000,16,0,0,1814,,94000.0,,2026-03-10 08:56:21,,,0.0
537137,2026,2026-03-10 00:00:00,5,131,2,9,5,0,1110104000,16,0,0,1815,,151950.0,,2026-03-10 08:57:12,,,0.0
537138,2026,2026-03-10 00:00:00,25,110,2,9,1,0,1110118000,35,0,0,1816,,3900.0,,2026-03-10 08:57:53,,,0.0
537139,2026,2026-03-10 00:00:00,25,110,2,9,9,0,1110118000,35,0,0,1816,,24000.0,,2026-03-10 08:57:53,,,0.0
537140,2026,2026-03-10 00:00:00,7,110,2,5,4,0,1110106000,24,0,0,1817,,13000.0,,2026-03-10 09:02:50,,,0.0
537141,2026,2026-03-10 00:00:00,25,110,2,2,1,0,1110118000,46,0,0,1818,,770000.0,,2026-03-10 09:06:37,,,0.0
537142,2026,2026-03-10 00:00:00,25,110,3,3,9,0,1110118000,46,0,0,1819,,65000.0,,2026-03-10 09:09:52,,,0.0
537441,2026,2026-03-13 00:00:00,25,110,1,3,1,0,1110118000,48,0,0,1974,,245820.09,,2026-03-13 00:00:00,,,
537442,2026,2026-03-13 00:00:00,25,110,1,3,1,0,1110118000,35,0,0,1974,,172559.16,,2026-03-13 00:00:00,,,
537443,2026,2026-03-13 00:00:00,25,110,1,3,1,0,1110118000,48,0,0,1975,,5814289.58,,2026-03-13 00:00:00,,,
535202,2026,2026-02-09 00:00:00,14,110,2,1,1,0,1110108000,29,0,0,1041,,21000.0,,2026-02-09 07:45:42,,,0.0
535204,2026,2026-02-09 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,,58446.15,,2026-02-09 07:50:20,956,,
535205,2026,2026-02-09 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,118210.83,,2026-02-09 07:51:55,957,,
535206,2026,2026-02-09 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,138449.25,,2026-02-09 07:56:18,958,,
535207,2026,2026-02-09 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,514379.36,,2026-02-09 08:00:12,959,,
535208,2026,2026-02-09 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,312575.01,,2026-02-09 08:03:15,960,,
535209,2026,2026-02-09 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,,17088.5,,2026-02-09 08:06:26,961,,
535210,2026,2026-02-09 00:00:00,14,110,2,1,1,0,1110108000,29,0,0,1043,,73000.0,,2026-02-09 08:16:57,,,0.0
535618,2026,2026-02-18 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1217,,491550.0,,2026-02-18 07:47:35,,,0.0
535620,2026,2026-02-18 00:00:00,25,110,2,7,1,0,1110118000,46,0,0,1219,,78000.0,,2026-02-18 07:48:47,,,0.0
535621,2026,2026-02-18 00:00:00,25,110,2,9,2,0,1110118000,46,0,0,1220,,52900.0,,2026-02-18 07:52:54,,,0.0
535622,2026,2026-02-18 00:00:00,25,110,2,7,9,0,1110118000,46,0,0,1220,,6236.0,,2026-02-18 07:52:54,,,0.0
535623,2026,2026-02-18 00:00:00,25,110,2,5,5,0,1110118000,46,0,0,1220,,182776.0,,2026-02-18 07:52:54,,,0.0
535624,2026,2026-02-18 00:00:00,25,110,2,9,9,0,1110118000,46,0,0,1220,,283000.0,,2026-02-18 07:52:54,,,0.0
535625,2026,2026-02-18 00:00:00,25,110,2,7,5,0,1110118000,46,0,0,1220,,4200.0,,2026-02-18 07:52:54,,,0.0
537143,2026,2026-03-10 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1820,,1202073.99,,2026-03-10 09:11:37,,,0.0
537144,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1820,,23400.0,,2026-03-10 09:11:37,,,0.0
537145,2026,2026-03-10 00:00:00,25,110,2,9,6,0,1110118000,46,0,0,1821,,201500.0,,2026-03-10 09:17:16,,,0.0
537146,2026,2026-03-10 00:00:00,14,110,3,6,1,0,1110108000,29,0,0,1822,,52500.0,,2026-03-10 09:23:02,,,0.0
537151,2026,2026-03-10 00:00:00,5,131,3,5,9,0,1110104000,16,0,0,1826,,97345.0,,2026-03-10 10:43:30,,,0.0
537152,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1827,,71760.0,,2026-03-10 10:44:40,,,0.0
537153,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1827,,14388.0,,2026-03-10 10:44:40,,,0.0
537154,2026,2026-03-10 00:00:00,25,110,2,9,6,0,1110118000,46,0,0,1828,,671000.0,,2026-03-10 10:46:11,,,0.0
537155,2026,2026-03-10 00:00:00,5,131,2,9,5,0,1110104000,16,0,0,1829,,103850.0,,2026-03-10 10:50:42,,,0.0
537156,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1829,,17747.5,,2026-03-10 10:50:42,,,0.0
537157,2026,2026-03-10 00:00:00,5,131,2,5,2,0,1110104000,16,0,0,1829,,3820536.78,,2026-03-10 10:50:42,,,0.0
537158,2026,2026-03-10 00:00:00,5,131,2,9,1,0,1110104000,16,0,0,1830,,25200.0,,2026-03-10 10:53:29,,,0.0
537159,2026,2026-03-10 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,1830,,65400.0,,2026-03-10 10:53:29,,,0.0
537160,2026,2026-03-10 00:00:00,13,110,2,1,5,0,1110109000,28,0,0,1831,,5000.0,,2026-03-10 10:57:19,,,0.0
537161,2026,2026-03-10 00:00:00,13,110,2,9,1,0,1110109000,28,0,0,1831,,33050.0,,2026-03-10 10:57:19,,,0.0
537162,2026,2026-03-10 00:00:00,13,110,2,9,9,0,1110109000,28,0,0,1831,,4500.0,,2026-03-10 10:57:19,,,0.0
537164,2026,2026-03-10 00:00:00,25,110,2,7,1,0,1110118000,46,0,0,1833,,60234.34,,2026-03-10 11:19:13,,,0.0
537165,2026,2026-03-10 00:00:00,25,110,3,2,2,0,1110118000,46,0,0,1833,,600.0,,2026-03-10 11:19:13,,,0.0
537167,2026,2026-03-10 00:00:00,6,110,3,2,1,0,1110105000,50,0,0,1835,,250000.0,,2026-03-10 11:21:17,,,0.0
537168,2026,2026-03-10 00:00:00,5,131,3,3,2,0,1110104000,16,0,0,1836,,140000.0,,2026-03-10 11:23:54,,,0.0
537169,2026,2026-03-10 00:00:00,5,131,2,9,6,0,1110104000,16,0,0,1837,,150000.0,,2026-03-10 11:26:35,,,0.0
537173,2026,2026-03-10 00:00:00,25,110,2,5,6,0,1110118000,46,0,0,1841,,195553.59,,2026-03-10 11:53:04,,,0.0
537174,2026,2026-03-10 00:00:00,25,110,2,9,6,0,1110118000,46,0,0,1841,,2689291.33,,2026-03-10 11:53:04,,,0.0
537175,2026,2026-03-10 00:00:00,7,110,2,9,1,0,1110106000,49,0,0,1842,,9700.0,,2026-03-10 11:54:14,,,0.0
537176,2026,2026-03-10 00:00:00,3,110,3,3,1,0,1110103000,1,0,0,1843,,65000.0,,2026-03-10 11:54:44,,,0.0
535070,2026,2026-02-04 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,,2571557.99,,2026-02-04 08:56:40,899,,
535071,2026,2026-02-04 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,,2192400.0,,2026-02-04 09:06:35,900,,
535072,2026,2026-02-04 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,,11432000.0,,2026-02-04 09:09:58,901,,
535073,2026,2026-02-04 00:00:00,1,110,3,7,2,0,1110101000,1,0,0,994,,180000.0,,2026-02-04 09:20:54,,,0.0
535074,2026,2026-02-04 00:00:00,2,110,3,7,2,0,1110102000,33,0,0,995,,270000.0,,2026-02-04 09:28:53,,,0.0
535075,2026,2026-02-04 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,996,,-30000.0,,2026-02-04 10:10:00,,,0.0
535529,2026,2026-02-13 00:00:00,2,110,1,3,1,0,1110102000,1,0,0,1164,,1798221.39,,2026-02-13 00:00:00,,,
535530,2026,2026-02-13 00:00:00,2,110,1,3,1,0,1110102000,52,0,0,1165,,131547.51,,2026-02-13 00:00:00,,,
535531,2026,2026-02-13 00:00:00,3,110,1,3,1,0,1110103000,1,0,0,1166,,121146.98,,2026-02-13 00:00:00,,,
535532,2026,2026-02-13 00:00:00,5,110,1,3,1,0,1110104000,16,0,0,1167,,34998830.92,,2026-02-13 00:00:00,,,
535533,2026,2026-02-13 00:00:00,5,110,1,3,1,0,1110104000,16,0,0,1168,,90713.92,,2026-02-13 00:00:00,,,
535534,2026,2026-02-13 00:00:00,5,110,1,3,1,0,1110104000,16,0,0,1169,,221178.13,,2026-02-13 00:00:00,,,
535535,2026,2026-02-13 00:00:00,11,110,1,3,1,0,1110104000,17,0,0,1170,,402454.11,,2026-02-13 00:00:00,,,
535536,2026,2026-02-13 00:00:00,11,110,1,3,1,0,1110104000,17,0,0,1171,,289094.17,,2026-02-13 00:00:00,,,
535537,2026,2026-02-13 00:00:00,6,110,1,3,1,0,1110105000,50,0,0,1172,,496999.13,,2026-02-13 00:00:00,,,
535538,2026,2026-02-13 00:00:00,6,132,1,3,1,0,1110105000,50,0,0,1173,,612685.56,,2026-02-13 00:00:00,,,
535539,2026,2026-02-13 00:00:00,7,110,1,3,1,0,1110106000,25,0,0,1174,,67920.68,,2026-02-13 00:00:00,,,
535540,2026,2026-02-13 00:00:00,7,110,1,3,1,0,1110106000,24,0,0,1174,,235040.2,,2026-02-13 00:00:00,,,
535541,2026,2026-02-13 00:00:00,7,132,1,3,1,0,1110106000,24,0,0,1175,,34290.75,,2026-02-13 00:00:00,,,
535542,2026,2026-02-13 00:00:00,7,132,1,3,1,0,1110106000,25,0,0,1175,,145491.17,,2026-02-13 00:00:00,,,
535543,2026,2026-02-13 00:00:00,14,110,1,3,1,0,1110108000,29,0,0,1176,,661437.75,,2026-02-13 00:00:00,,,
535544,2026,2026-02-13 00:00:00,13,110,1,3,1,0,1110109000,28,0,0,1177,,2456104.49,,2026-02-13 00:00:00,,,
535545,2026,2026-02-13 00:00:00,13,132,1,3,1,0,1110109000,46,0,0,1178,,425073.04,,2026-02-13 00:00:00,,,
535546,2026,2026-02-13 00:00:00,13,132,1,3,1,0,1110109000,28,0,0,1178,,543365.45,,2026-02-13 00:00:00,,,
535547,2026,2026-02-13 00:00:00,3,131,1,3,1,0,1110111000,23,0,0,1179,,4489751.35,,2026-02-13 00:00:00,,,
535548,2026,2026-02-13 00:00:00,20,110,1,3,1,0,1110113000,42,0,0,1180,,4679673.17,,2026-02-13 00:00:00,,,
535549,2026,2026-02-13 00:00:00,20,110,1,3,1,0,1110113000,1,0,0,1180,,680598.37,,2026-02-13 00:00:00,,,
535550,2026,2026-02-13 00:00:00,20,110,1,3,1,0,1110113000,32,0,0,1180,,772276.2,,2026-02-13 00:00:00,,,
535551,2026,2026-02-13 00:00:00,20,110,1,1,7,0,1110113000,42,0,0,1180,,56035.28,,2026-02-13 00:00:00,,,
535552,2026,2026-02-13 00:00:00,25,110,1,3,1,0,1110118000,35,0,0,1181,,2776262.5,,2026-02-13 00:00:00,,,
535553,2026,2026-02-13 00:00:00,25,110,1,3,1,0,1110118000,46,0,0,1182,,467083.08,,2026-02-13 00:00:00,,,
535554,2026,2026-02-13 00:00:00,25,110,1,3,1,0,1110118000,48,0,0,1182,,2705768.93,,2026-02-13 00:00:00,,,
535555,2026,2026-02-13 00:00:00,25,110,1,3,1,0,1110118000,35,0,0,1182,,558023.52,,2026-02-13 00:00:00,,,
535556,2026,2026-02-13 00:00:00,25,110,1,3,1,0,1110118000,48,0,0,1183,,2356373.01,,2026-02-13 00:00:00,,,
