SEC_MOV_PAG,EJERCICIO,FECH_MOV,CODIGO_UE,CODIGO_FF,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,NRO_OP,COD_PROV,NRO_REGUL,IMPORTE,NRO_REINT,NRO_OPEA,NRO_RENG
529618,2026,2026-02-24 00:00:00,3,131,3,5,4,0,1110111000,23,0,0,853,33,,6359.0,,,
529619,2026,2026-02-24 00:00:00,3,131,3,5,4,0,1110111000,23,0,0,856,33,,532582.0,,,
529620,2026,2026-02-24 00:00:00,7,110,3,5,4,0,1110106000,43,0,0,885,33,,113108.0,,,
529621,2026,2026-02-24 00:00:00,7,132,3,5,4,0,1110106000,25,0,0,887,33,,63978.17,,,
529622,2026,2026-02-24 00:00:00,3,131,3,5,4,0,1110111000,23,0,0,852,33,,202989.0,,,
529625,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,863,33,,195303.0,,,
529626,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,855,33,,31824.0,,,
529627,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,859,33,,364620.0,,,
529628,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,857,33,,50226.0,,,
529629,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,858,33,,49351.0,,,
529630,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,860,33,,335273.0,,,
529631,2026,2026-02-24 00:00:00,5,131,3,5,4,0,1110104000,16,0,0,861,33,,83125.0,,,
529632,2026,2026-02-24 00:00:00,2,132,3,5,4,0,1110102000,33,0,0,869,33,,163217.0,,,
529633,2026,2026-02-24 00:00:00,7,110,3,5,4,0,1110106000,24,0,0,870,33,,36787.0,,,
529634,2026,2026-02-24 00:00:00,7,132,3,5,4,0,1110106000,25,0,0,872,33,,149679.0,,,
529635,2026,2026-02-24 00:00:00,6,110,3,5,4,0,1110105000,30,0,0,884,33,,58876.0,,,
529636,2026,2026-02-24 00:00:00,14,110,3,5,4,0,1110108000,29,0,0,882,33,,47775.0,,,
529637,2026,2026-02-24 00:00:00,2,110,3,5,4,0,1110102000,1,0,0,876,33,,48470.0,,,
529638,2026,2026-02-24 00:00:00,13,110,3,5,4,0,1110109000,28,0,0,877,33,,52569.0,,,
529639,2026,2026-02-24 00:00:00,6,110,3,5,4,0,1110105000,30,0,0,892,33,,31130.51,,,
529640,2026,2026-02-24 00:00:00,2,110,3,5,4,0,1110102000,1,0,0,866,33,,133049.0,,,
529641,2026,2026-02-24 00:00:00,20,110,3,5,4,0,1110113000,32,0,0,874,33,,65039.0,,,
529642,2026,2026-02-24 00:00:00,20,110,3,5,4,0,1110113000,42,0,0,879,33,,129017.0,,,
529643,2026,2026-02-24 00:00:00,25,110,3,5,4,0,1110118000,35,0,0,873,33,,50836.0,,,
529644,2026,2026-02-24 00:00:00,2,132,3,5,4,0,1110102000,33,0,0,878,33,,157814.0,,,
529645,2026,2026-02-24 00:00:00,25,110,3,5,4,0,1110118000,46,0,0,864,33,,2800204.0,,,
529646,2026,2026-02-24 00:00:00,20,110,3,5,4,0,1110113000,42,0,0,868,33,,8057045.06,,,
529647,2026,2026-02-24 00:00:00,6,110,3,5,4,0,1110105000,50,0,0,881,33,,29049.0,,,
529648,2026,2026-02-24 00:00:00,7,110,3,5,4,0,1110106000,25,0,0,883,33,,83767.0,,,
529650,2026,2026-02-24 00:00:00,3,110,3,1,1,0,1110103000,1,0,0,905,193,,49000000.0,,,
529651,2026,2026-02-24 00:00:00,20,110,3,1,1,0,1110113000,1,0,0,901,193,,20224001.89,,,
529652,2026,2026-02-24 00:00:00,3,131,3,1,1,0,1110111000,23,0,0,851,193,,10801.1,,,
529653,2026,2026-02-24 00:00:00,7,110,3,1,1,0,1110106000,49,0,0,880,193,,739717.11,,,
529654,2026,2026-02-24 00:00:00,13,110,3,1,1,0,1110109000,28,0,0,886,193,,371289.64,,,
529655,2026,2026-02-24 00:00:00,8,110,3,1,1,0,1110200000,1,0,0,854,193,,84331.91,,,
529656,2026,2026-02-24 00:00:00,7,110,3,1,1,0,1110106000,25,0,0,890,193,,105833.01,,,
529657,2026,2026-02-24 00:00:00,7,110,3,1,1,0,1110106000,24,0,0,898,193,,81378.57,,,
529658,2026,2026-02-24 00:00:00,2,110,3,1,1,0,1110102000,52,0,0,897,193,,65514.22,,,
529659,2026,2026-02-24 00:00:00,6,110,3,1,1,0,1110105000,50,0,0,865,193,,1750804.34,,,
529660,2026,2026-02-24 00:00:00,6,110,3,1,1,0,1110105000,50,0,0,899,193,,216711.68,,,
529661,2026,2026-02-24 00:00:00,3,110,3,1,1,0,1110103000,1,0,0,900,193,,2759651.31,,,
529662,2026,2026-02-24 00:00:00,5,110,3,1,1,0,1110104000,17,0,0,862,193,,79343.51,,,
529663,2026,2026-02-24 00:00:00,7,110,3,1,1,0,1110106000,25,0,0,880,193,,310740.17,,,
529664,2026,2026-02-24 00:00:00,3,110,3,1,1,0,1110103000,1,0,0,906,193,,11684114.54,,,
529665,2026,2026-02-24 00:00:00,5,110,3,1,1,0,1110104000,16,0,0,862,193,,2734708.16,,,
529666,2026,2026-02-24 00:00:00,5,110,3,1,1,0,1110104000,16,0,0,871,193,,54608.44,,,
529667,2026,2026-02-24 00:00:00,7,110,3,1,1,0,1110106000,1,0,0,880,193,,97145.25,,,
529668,2026,2026-02-24 00:00:00,1,110,3,1,1,0,1110101000,1,0,0,875,193,,1245966.81,,,
529669,2026,2026-02-24 00:00:00,1,110,3,1,1,0,1110101000,1,0,0,895,193,,240975.94,,,
530393,2026,2026-03-10 00:00:00,1,110,3,4,7,0,1110101000,1,0,0,1242,3316,,290000.0,,,
530394,2026,2026-03-10 00:00:00,5,131,3,5,3,0,1110104000,16,0,0,1190,57,,25000.0,,,
530395,2026,2026-03-10 00:00:00,5,131,3,5,3,0,1110104000,16,0,0,1236,57,,39000.0,,,
530396,2026,2026-03-10 00:00:00,5,131,3,5,3,0,1110104000,16,0,0,1188,57,,79600.0,,,
530397,2026,2026-03-10 00:00:00,5,131,3,4,9,0,1110104000,16,0,0,1190,57,,18000.0,,,
530398,2026,2026-03-10 00:00:00,5,131,3,5,9,0,1110104000,16,0,0,1237,57,,32000.0,,,
530399,2026,2026-03-10 00:00:00,5,131,3,5,3,0,1110104000,16,0,0,1186,57,,22000.0,,,
530400,2026,2026-03-10 00:00:00,5,131,3,5,9,0,1110104000,16,0,0,1188,57,,39800.0,,,
530401,2026,2026-03-10 00:00:00,5,131,3,5,9,0,1110104000,16,0,0,1190,57,,21000.0,,,
530402,2026,2026-03-10 00:00:00,5,131,3,5,9,0,1110104000,16,0,0,1236,57,,35000.0,,,
530403,2026,2026-03-10 00:00:00,1,131,5,1,7,0,1110101000,1,0,0,917,50278,,1525654.41,,,
530404,2026,2026-03-10 00:00:00,1,131,5,1,7,0,1110101000,1,0,0,920,50278,,1385898.5,,,
529099,2026,2026-02-06 00:00:00,3,110,3,5,4,0,1110103000,1,0,0,578,708,,79411.0,,,
529100,2026,2026-02-06 00:00:00,14,110,3,5,4,0,1110108000,29,0,0,579,708,,83437.0,,,
529101,2026,2026-02-06 00:00:00,7,110,3,5,4,0,1110106000,49,0,0,580,708,,83207.0,,,
530187,2026,2026-03-04 00:00:00,19,110,4,8,1,0,1110112000,1,0,0,927,3562,,3630000.0,,,
530188,2026,2026-03-04 00:00:00,6,110,3,4,2,0,1110105000,50,0,0,1138,3364,,1050000.0,,,
530190,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,13651.32,,1107,
530191,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,8755.06,,1145,
530192,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,3120.0,,1150,
530193,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24870.02,,1104,
530194,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,309640.26,,1111,
530195,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,25960.04,,1148,
530196,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,42491.2,,1105,
530197,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24080.02,,1097,
530198,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,3050.0,,1109,
530199,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,64400.07,,1110,
530200,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,5100.0,,1113,
530201,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,549882.6,,1098,
530202,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24598.42,,1099,
530203,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,52500.0,,1108,
530204,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24780.09,,1115,
530205,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,173400.0,,1117,
530206,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,375000.0,,1096,
530207,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,28754.27,,1114,
530208,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,16000.25,,1116,
530209,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24159.94,,1121,
530210,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,18600.0,,1123,
530211,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,15879.61,,1133,
530212,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,23122.4,,1179,
530213,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,14540.02,,1195,
530214,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,21768.52,,1129,
529793,2026,2026-02-27 00:00:00,13,110,3,9,9,0,1110109000,28,0,0,1119,50470,,6625167.3,,,
529794,2026,2026-02-27 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,958,2869,,1035798.99,,,
529795,2026,2026-02-27 00:00:00,7,110,2,1,1,0,1110106000,49,0,0,972,2869,,247920.0,,,
529796,2026,2026-02-27 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,957,2869,,1310844.0,,,
529797,2026,2026-02-27 00:00:00,7,110,2,1,1,0,1110106000,49,0,0,954,2869,,58980.0,,,
529798,2026,2026-02-27 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,752,3390,,849700.0,,,
529799,2026,2026-02-27 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,703,3390,,750000.0,,,
529800,2026,2026-02-27 00:00:00,1,110,1,1,3,0,1110101000,1,0,0,991,50008,,1324125.85,,,
529801,2026,2026-02-27 00:00:00,2,110,1,2,1,0,1110102000,33,0,0,994,50008,,351150.66,,,
529802,2026,2026-02-27 00:00:00,2,110,1,2,2,0,1110102000,33,0,0,994,50008,,7023.01,,,
529803,2026,2026-02-27 00:00:00,2,110,1,3,1,0,1110102000,33,0,0,994,50008,,219055.76,,,
529804,2026,2026-02-27 00:00:00,2,110,1,4,0,0,1110102000,52,0,0,998,50008,,54286.0,,,
529805,2026,2026-02-27 00:00:00,3,110,1,1,7,0,1110103000,1,0,0,1013,50008,,303055.61,,,
529806,2026,2026-02-27 00:00:00,5,110,1,2,6,0,1110104000,16,0,0,1018,50008,,94500.0,,,
529807,2026,2026-02-27 00:00:00,5,110,1,3,1,0,1110104000,16,0,0,1018,50008,,48374240.48,,,
529808,2026,2026-02-27 00:00:00,5,110,1,1,7,0,1110104000,16,0,0,1020,50008,,108652.55,,,
529809,2026,2026-02-27 00:00:00,5,110,1,1,7,0,1110104000,16,0,0,1021,50008,,106684.11,,,
529810,2026,2026-02-27 00:00:00,5,110,1,2,6,0,1110104000,16,0,0,1021,50008,,1500.0,,,
529811,2026,2026-02-27 00:00:00,11,110,1,1,7,0,1110104000,17,0,0,1037,50008,,728085.75,,,
529812,2026,2026-02-27 00:00:00,11,110,1,4,0,0,1110104000,17,0,0,1037,50008,,319203.0,,,
529813,2026,2026-02-27 00:00:00,6,110,1,2,2,0,1110105000,50,0,0,1042,50008,,105345.2,,,
529814,2026,2026-02-27 00:00:00,6,110,1,4,0,0,1110105000,30,0,0,1042,50008,,67656.0,,,
529815,2026,2026-02-27 00:00:00,6,132,1,1,1,0,1110105000,50,0,0,1045,50008,,1867373.81,,,
529816,2026,2026-02-27 00:00:00,6,132,1,1,3,0,1110105000,50,0,0,1045,50008,,1046710.06,,,
529817,2026,2026-02-27 00:00:00,7,110,1,1,3,0,1110106000,25,0,0,1048,50008,,167189.36,,,
529818,2026,2026-02-27 00:00:00,7,110,1,2,1,0,1110106000,25,0,0,1048,50008,,557297.87,,,
529819,2026,2026-02-27 00:00:00,7,110,1,2,6,0,1110106000,1,0,0,1048,50008,,1500.0,,,
529820,2026,2026-02-27 00:00:00,7,110,1,6,0,0,1110106000,1,0,0,1048,50008,,951859.33,,,
529821,2026,2026-02-27 00:00:00,7,110,1,1,7,0,1110106000,49,0,0,1049,50008,,339019.12,,,
529822,2026,2026-02-27 00:00:00,7,110,1,2,1,0,1110106000,49,0,0,1049,50008,,557297.87,,,
529823,2026,2026-02-27 00:00:00,7,132,1,1,1,0,1110106000,25,0,0,1054,50008,,9129718.88,,,
529824,2026,2026-02-27 00:00:00,7,132,1,1,7,0,1110106000,43,0,0,1054,50008,,210630.65,,,
529825,2026,2026-02-27 00:00:00,7,132,1,2,2,0,1110106000,24,0,0,1054,50008,,16145.96,,,
529826,2026,2026-02-27 00:00:00,7,132,1,4,0,0,1110106000,24,0,0,1054,50008,,33828.0,,,
529827,2026,2026-02-27 00:00:00,7,132,1,4,0,0,1110106000,25,0,0,1054,50008,,426394.0,,,
529828,2026,2026-02-27 00:00:00,14,110,1,1,3,0,1110108000,29,0,0,1057,50008,,3779214.96,,,
529829,2026,2026-02-27 00:00:00,13,110,1,1,7,0,1110109000,28,0,0,1060,50008,,1084691.97,,,
529830,2026,2026-02-27 00:00:00,13,110,1,2,1,0,1110109000,28,0,0,1060,50008,,3569104.97,,,
529831,2026,2026-02-27 00:00:00,13,110,1,4,0,0,1110109000,28,0,0,1060,50008,,519137.0,,,
529832,2026,2026-02-27 00:00:00,13,132,1,1,7,0,1110109000,46,0,0,1063,50008,,95884.75,,,
529833,2026,2026-02-27 00:00:00,19,110,1,2,2,0,1110112000,1,0,0,1069,50008,,680682.96,,,
529834,2026,2026-02-27 00:00:00,19,110,1,4,0,0,1110112000,1,0,0,1069,50008,,373378.0,,,
529835,2026,2026-02-27 00:00:00,20,110,1,2,1,0,1110113000,32,0,0,1072,50008,,5015680.83,,,
529836,2026,2026-02-27 00:00:00,20,110,1,2,6,0,1110113000,32,0,0,1072,50008,,13500.0,,,
529837,2026,2026-02-27 00:00:00,20,110,1,6,0,0,1110113000,42,0,0,1072,50008,,1912254.1,,,
529838,2026,2026-02-27 00:00:00,22,110,1,2,6,0,1110115000,1,0,0,1075,50008,,4500.0,,,
529839,2026,2026-02-27 00:00:00,24,110,1,1,7,0,1110117000,34,0,0,1078,50008,,932743.41,,,
529840,2026,2026-02-27 00:00:00,24,110,1,2,2,0,1110117000,34,0,0,1078,50008,,15000.0,,,
529841,2026,2026-02-27 00:00:00,24,110,1,6,0,0,1110117000,34,0,0,1078,50008,,1224188.54,,,
529842,2026,2026-02-27 00:00:00,25,110,1,2,2,0,1110118000,48,0,0,1082,50008,,5000.0,,,
529843,2026,2026-02-27 00:00:00,25,110,1,2,2,0,1110118000,35,0,0,1083,50008,,74538.59,,,
529844,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,35,0,0,1084,50008,,6875126.01,,,
529845,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,46,0,0,1085,50008,,12407101.81,,,
529846,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,1,0,0,1085,50008,,402513.16,,,
529847,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,45,0,0,1085,50008,,622290.63,,,
529848,2026,2026-02-27 00:00:00,25,110,1,2,2,0,1110118000,1,0,0,1085,50008,,10449.34,,,
529849,2026,2026-02-27 00:00:00,25,110,1,2,3,0,1110118000,46,0,0,1085,50008,,72919.53,,,
529850,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,46,0,0,1085,50008,,2620367.0,,,
529851,2026,2026-02-27 00:00:00,25,110,1,6,0,0,1110118000,48,0,0,1085,50008,,333196.9,,,
529852,2026,2026-02-27 00:00:00,2,110,1,1,7,0,1110102000,33,0,0,994,50008,,85615.07,,,
529853,2026,2026-02-27 00:00:00,2,110,1,1,7,0,1110102000,1,0,0,995,50008,,52000.0,,,
529535,2026,2026-02-20 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,2001,,455630.44,,856,
529536,2026,2026-02-20 00:00:00,20,110,3,4,6,0,1110113000,42,0,0,785,2228,,530000.0,,,
529537,2026,2026-02-20 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,779,717,,123760.0,,,
529538,2026,2026-02-20 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,781,717,,160060.0,,,
529539,2026,2026-02-20 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,780,717,,112000.0,,,
529540,2026,2026-02-20 00:00:00,7,110,2,5,2,0,1110106000,24,0,0,782,717,,2000.0,,,
529541,2026,2026-02-20 00:00:00,7,110,2,9,1,0,1110106000,24,0,0,782,717,,16050.0,,,
529542,2026,2026-02-20 00:00:00,6,110,3,2,1,0,1110105000,50,0,0,784,1214,,40000.0,,,
529543,2026,2026-02-20 00:00:00,6,132,3,9,3,0,1110105000,50,0,0,783,3218,,89154.79,,,
529544,2026,2026-02-20 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3208,,260000.0,,1053,
529545,2026,2026-02-20 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,68,,800000.0,,1051,
529546,2026,2026-02-20 00:00:00,2,132,7,6,1,0,1110107000,93,0,0,,1112,,398200.0,,1052,
529551,2026,2026-02-20 00:00:00,5,131,2,5,6,0,1110104000,16,0,0,830,492,,37726.86,,,
529552,2026,2026-02-20 00:00:00,5,131,2,9,6,0,1110104000,16,0,0,830,492,,69051.57,,,
529553,2026,2026-02-20 00:00:00,5,131,2,9,9,0,1110104000,16,0,0,830,492,,270945.0,,,
529554,2026,2026-02-20 00:00:00,5,131,2,5,6,0,1110104000,16,0,0,829,492,,226996.18,,,
529555,2026,2026-02-20 00:00:00,5,131,2,9,6,0,1110104000,16,0,0,829,492,,59295.95,,,
529556,2026,2026-02-20 00:00:00,5,131,3,3,2,0,1110104000,16,0,0,830,492,,185440.0,,,
529557,2026,2026-02-20 00:00:00,5,131,3,3,2,0,1110104000,16,0,0,829,492,,190700.0,,,
529558,2026,2026-02-20 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,1960,,97930.0,,1079,
529559,2026,2026-02-20 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3529,,240000.0,,1078,
529560,2026,2026-02-20 00:00:00,7,132,5,1,4,0,1110106000,42,0,0,832,2843,,2047500.0,,,
529563,2026,2026-02-20 00:00:00,14,110,2,5,4,0,1110108000,29,0,0,836,2751,,375000.0,,,
530215,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,106709.98,,1131,
530216,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,33950.0,,1132,
530217,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,43120.0,,1184,
530218,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,106915.04,,1120,
530219,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,26259.98,,1128,
530220,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,593233.75,,1159,
530221,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,20330.02,,1194,
530222,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,31000.0,,1118,
530223,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,11697.07,,1122,
530224,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,33999.35,,1125,
530225,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,14250.0,,1127,
530226,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,47052.8,,1177,
530227,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,19806.51,,1196,
530228,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,36000.0,,1119,
530229,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,3716.0,,1124,
530230,2026,2026-03-04 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,441,,24676.52,,1126,
530231,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,458950.34,,1160,
530232,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,397757.61,,1142,
530233,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,411774.93,,1191,
530234,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,391827.37,,1178,
530235,2026,2026-03-04 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,441,,465855.22,,1147,
529854,2026,2026-02-27 00:00:00,2,110,1,2,2,0,1110102000,1,0,0,997,50008,,996911.43,,,
529855,2026,2026-02-27 00:00:00,3,110,1,1,3,0,1110103000,1,0,0,1012,50008,,3924389.76,,,
529856,2026,2026-02-27 00:00:00,3,110,1,2,1,0,1110103000,1,0,0,1012,50008,,4059975.18,,,
529857,2026,2026-02-27 00:00:00,5,110,1,1,3,0,1110104000,16,0,0,1019,50008,,1741989.33,,,
529858,2026,2026-02-27 00:00:00,5,110,1,1,3,0,1110104000,16,0,0,1020,50008,,91865.23,,,
529859,2026,2026-02-27 00:00:00,5,132,1,1,3,0,1110104000,16,0,0,1033,50008,,11145.96,,,
529860,2026,2026-02-27 00:00:00,6,110,1,4,0,0,1110105000,50,0,0,1042,50008,,221062.0,,,
529861,2026,2026-02-27 00:00:00,7,110,1,2,1,0,1110106000,1,0,0,1048,50008,,757195.8,,,
529862,2026,2026-02-27 00:00:00,7,110,1,2,2,0,1110106000,1,0,0,1048,50008,,45431.75,,,
529863,2026,2026-02-27 00:00:00,7,110,1,1,3,0,1110106000,24,0,0,1049,50008,,546151.92,,,
529864,2026,2026-02-27 00:00:00,7,132,1,1,3,0,1110106000,24,0,0,1054,50008,,356670.64,,,
529865,2026,2026-02-27 00:00:00,13,110,1,6,0,0,1110109000,28,0,0,1060,50008,,3150049.63,,,
529866,2026,2026-02-27 00:00:00,13,132,1,1,3,0,1110109000,28,0,0,1063,50008,,342234.29,,,
529867,2026,2026-02-27 00:00:00,13,132,1,1,3,0,1110109000,46,0,0,1063,50008,,289849.12,,,
529868,2026,2026-02-27 00:00:00,3,131,1,2,3,0,1110111000,23,0,0,1066,50008,,39098.29,,,
529869,2026,2026-02-27 00:00:00,3,131,1,6,0,0,1110111000,23,0,0,1066,50008,,21595.11,,,
529870,2026,2026-02-27 00:00:00,20,110,1,1,3,0,1110113000,1,0,0,1072,50008,,6620439.57,,,
529871,2026,2026-02-27 00:00:00,20,110,1,1,7,0,1110113000,42,0,0,1072,50008,,5101144.18,,,
529872,2026,2026-02-27 00:00:00,20,110,1,3,1,0,1110113000,42,0,0,1072,50008,,7120582.25,,,
529873,2026,2026-02-27 00:00:00,20,110,1,4,0,0,1110113000,32,0,0,1072,50008,,323728.0,,,
529874,2026,2026-02-27 00:00:00,22,110,1,2,2,0,1110115000,1,0,0,1075,50008,,15563.8,,,
529875,2026,2026-02-27 00:00:00,24,110,1,1,3,0,1110117000,36,0,0,1078,50008,,1534260.14,,,
529876,2026,2026-02-27 00:00:00,24,110,1,1,7,0,1110117000,36,0,0,1078,50008,,108652.55,,,
529877,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,1,0,0,1081,50008,,246800.23,,,
529878,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,46,0,0,1081,50008,,86831.12,,,
529879,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,1,0,0,1081,50008,,1500.0,,,
529880,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,48,0,0,1083,50008,,540867.8,,,
529881,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,46,0,0,1083,50008,,263100.39,,,
529882,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,48,0,0,1083,50008,,2544155.17,,,
529883,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,48,0,0,1083,50008,,117807.0,,,
529884,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,35,0,0,1084,50008,,3490277.42,,,
529885,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,35,0,0,1084,50008,,5500.0,,,
529886,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,1,0,0,1085,50008,,3799498.51,,,
529887,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,45,0,0,1085,50008,,2260736.93,,,
529888,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,35,0,0,1085,50008,,179728.56,,,
529889,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,45,0,0,1085,50008,,2399951.12,,,
529890,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,46,0,0,1085,50008,,7704643.02,,,
529891,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,35,0,0,1085,50008,,1500.0,,,
529892,2026,2026-02-27 00:00:00,25,110,1,6,0,0,1110118000,46,0,0,1085,50008,,733246.98,,,
529893,2026,2026-02-27 00:00:00,2,110,1,4,0,0,1110102000,33,0,0,994,50008,,67656.0,,,
529894,2026,2026-02-27 00:00:00,2,110,1,3,1,0,1110102000,35,0,0,996,50008,,92177.05,,,
529895,2026,2026-02-27 00:00:00,2,110,1,1,3,0,1110102000,1,0,0,997,50008,,6624262.65,,,
529896,2026,2026-02-27 00:00:00,2,110,1,1,7,0,1110102000,52,0,0,998,50008,,310032.9,,,
529897,2026,2026-02-27 00:00:00,2,110,1,2,6,0,1110102000,52,0,0,998,50008,,3000.0,,,
529898,2026,2026-02-27 00:00:00,2,110,1,1,1,0,1110102000,1,0,0,999,50008,,2575929.26,,,
529899,2026,2026-02-27 00:00:00,3,110,1,1,1,0,1110103000,1,0,0,1012,50008,,3668688.32,,,
529900,2026,2026-02-27 00:00:00,3,110,1,1,7,0,1110103000,1,0,0,1012,50008,,958686.53,,,
529901,2026,2026-02-27 00:00:00,5,132,1,1,7,0,1110104000,16,0,0,1033,50008,,107729.79,,,
529902,2026,2026-02-27 00:00:00,6,110,1,2,6,0,1110105000,30,0,0,1042,50008,,1500.0,,,
