EJERCICIO,NRO_OP,FECH_OP,LUG_EMI,ORIGEN_OP,TIPO_OP,EJERCICIO_ANT,NRO_REG_COMP_ANT,NRO_OP_ANT,COD_PROV,JURISDICCION,CODIGO_UE,CODIGO_FF,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,CODIGO_AXT,ESTADO_OP,TIPO_DOC,NRO_DOC,ANIO_DOC,CONFIRMADO,FECH_CONFIRM,IMPORTE_TOTAL,IMPORTE_LIQUIDO,IMPORTE_DEDUCCIONES,NRO_CANCE,CANT_IMPRES,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,CONCEPTO,ASIENTO,ASIENTO_ANUL,IMPORTE_SIN_IVA,PORCENTAJE_IVA
2026,1196,2026-03-03 00:00:00,GMADA,D,P,2025,4499,,441,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,19806.51,19806.51,0.0,761,1,,,,arts de papelera,9720,,19806.51,0.0
2026,1197,2026-03-03 00:00:00,GMADA,D,P,2025,3323,,441,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,246484.58,246484.58,0.0,781,1,,,,arts de libreria,9722,,246484.58,0.0
2026,1198,2026-03-03 00:00:00,GMADA,D,P,2025,5069,,441,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,54313.55,54313.55,0.0,781,1,,,,arts descarts,9725,,54313.55,0.0
2026,1199,2026-03-03 00:00:00,GMADA,D,P,2025,4091,,441,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,469899.97,468737.47,1162.5,781,1,,,,arts de papelera,9728,,469899.97,0.0
2026,1200,2026-03-03 00:00:00,GMADA,D,P,2025,3668,,441,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,281771.85,281771.85,0.0,781,1,,,,descartables,9733,,281771.85,0.0
2026,1226,2026-03-05 00:00:00,GMADA,D,P,2025,6171,,68,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-05 00:00:00,760000.0,760000.0,0.0,814,1,,,,destape de pozos,10263,,760000.0,0.0
2026,908,2026-02-05 00:00:00,GMADA,D,P,2025,7961,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,803499.75,777787.86,25711.89,560,1,,,,prod limp,6111,,803499.75,0.0
2026,909,2026-02-05 00:00:00,GMADA,D,P,2025,8213,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,366481.51,354754.18,11727.33,560,1,,,,arts de limp-,6112,,366481.51,0.0
2026,910,2026-02-05 00:00:00,GMADA,D,P,2025,8118,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,149277.09,146291.55,2985.54,560,1,,,,prod limp,6113,,149277.09,0.0
2026,911,2026-02-05 00:00:00,GMADA,D,P,2025,8212,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,90067.63,88266.27,1801.36,560,1,,,,arts de limp,6116,,90067.63,0.0
2026,912,2026-02-05 00:00:00,GMADA,D,P,2025,8316,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,67904.16,66546.08,1358.08,560,1,,,,elementos de limp,6118,,67904.16,0.0
2026,913,2026-02-05 00:00:00,GMADA,D,P,2025,8260,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,179414.68,175826.39,3588.29,560,1,,,,prod de papel,6119,,179414.68,0.0
2026,914,2026-02-05 00:00:00,GMADA,D,P,2025,8252,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,158004.53,154844.44,3160.09,560,1,,,,PROD QUIMICOS,6122,,158004.53,0.0
2026,915,2026-02-05 00:00:00,GMADA,D,P,2025,8235,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,136406.15,133678.02,2728.13,560,1,,,,arts de limp,6123,,136406.15,0.0
2026,916,2026-02-05 00:00:00,GMADA,D,P,2025,8249,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,262957.2,254542.66,8414.54,560,1,,,,arts de limp,6124,,262957.2,0.0
2026,917,2026-02-05 00:00:00,GMADA,D,P,2025,8250,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,468784.82,453783.72,15001.1,560,1,,,,arts de limp,6125,,468784.82,0.0
2026,918,2026-02-05 00:00:00,GMADA,D,P,2025,8253,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,360047.04,348525.6,11521.44,560,1,,,,ELEMENTOS DE LIMP,6131,,360047.04,0.0
2026,919,2026-02-05 00:00:00,GMADA,D,P,2025,8342,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,120863.21,118445.95,2417.26,560,1,,,,ELEMENTOS DE LIMP,6132,,120863.21,0.0
2026,920,2026-02-05 00:00:00,GMADA,D,P,2025,7091,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,166034.78,162714.08,3320.7,560,1,,,,arts de limp,6133,,166034.78,0.0
2026,921,2026-02-05 00:00:00,GMADA,D,P,2025,7092,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,215673.0,208771.54,6901.46,560,1,,,,arts de limp,6134,,215673.0,0.0
2026,922,2026-02-05 00:00:00,GMADA,D,P,2025,7195,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,320000.0,309760.0,10240.0,562,1,,,,serv de mant,6145,,320000.0,0.0
2026,923,2026-02-05 00:00:00,GMADA,D,P,2025,7387,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,848016.45,820880.02,27136.43,562,1,,,,Art. de limpieza,6148,,848016.45,0.0
2026,924,2026-02-05 00:00:00,GMADA,D,P,2025,7480,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,343205.34,332222.84,10982.5,560,1,,,,Art. limpieza,6153,,343205.34,0.0
2026,925,2026-02-05 00:00:00,GMADA,D,P,2025,7586,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,80345.23,78738.32,1606.91,562,1,,,,Art. limpieza,6162,,80345.23,0.0
2026,926,2026-02-05 00:00:00,GMADA,D,P,2025,7599,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,270032.63,261391.68,8640.95,562,1,,,,Art. limpieza,6168,,270032.63,0.0
2026,927,2026-02-05 00:00:00,GMADA,D,P,2025,7820,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,83883.19,82205.52,1677.67,560,1,,,,art de limp,6169,,83883.19,0.0
2026,928,2026-02-05 00:00:00,GMADA,D,P,2025,7834,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,46238.6,45313.83,924.77,560,1,,,,ELEMENTOS DE LIMP,6170,,46238.6,0.0
2026,929,2026-02-05 00:00:00,GMADA,D,P,2025,8493,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,723534.26,700381.18,23153.08,562,1,,,,elementos de limp,6171,,723534.26,0.0
2026,930,2026-02-05 00:00:00,GMADA,D,P,2025,8950,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,310786.08,300840.96,9945.12,562,1,,,,arts de limp,6172,,310786.08,0.0
2026,931,2026-02-05 00:00:00,GMADA,D,P,2025,9183,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,723535.08,700381.97,23153.11,562,1,,,,ELEMENTOS DE LIMP,6173,,723535.08,0.0
2026,932,2026-02-05 00:00:00,GMADA,D,P,2025,8847,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,427031.21,413366.29,13664.92,562,1,,,,elementos limp,6174,,427031.21,0.0
2026,933,2026-02-05 00:00:00,GMADA,D,P,2025,8949,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,317797.22,307627.78,10169.44,562,1,,,,arts de limp,6175,,317797.22,0.0
2026,934,2026-02-05 00:00:00,GMADA,D,P,2025,8948,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,50103.93,49101.85,1002.08,562,1,,,,arts de limp,6176,,50103.93,0.0
2026,935,2026-02-05 00:00:00,GMADA,D,P,2025,8496,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,95540.73,93629.91,1910.82,562,1,,,,prod limp,6177,,95540.73,0.0
2026,936,2026-02-05 00:00:00,GMADA,D,P,2025,8485,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,234697.96,227187.7,7510.26,562,1,,,,arts de limp,6178,,234697.96,0.0
2026,937,2026-02-05 00:00:00,GMADA,D,P,2025,8497,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,95411.31,93503.09,1908.22,562,1,,,,prod limp,6179,,95411.31,0.0
2026,938,2026-02-05 00:00:00,GMADA,D,P,2025,8313,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,151250.0,148225.0,3025.0,562,1,,,,mant,6180,,151250.0,0.0
2026,939,2026-02-05 00:00:00,GMADA,D,P,2025,8463,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,22708.27,22254.1,454.17,562,1,,,,elementos de llimp,6181,,22708.27,0.0
2026,940,2026-02-05 00:00:00,GMADA,D,P,2025,8592,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,163596.02,160324.1,3271.92,562,1,,,,arts de limp,6182,,163596.02,0.0
2026,941,2026-02-05 00:00:00,GMADA,D,P,2025,8697,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,219149.68,212136.99,7012.69,562,1,,,,art de papel,6183,,219149.68,0.0
2026,942,2026-02-05 00:00:00,GMADA,D,P,2025,8547,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,228598.89,221283.81,7315.08,562,1,,,,prod limp,6184,,228598.89,0.0
2026,943,2026-02-05 00:00:00,GMADA,D,P,2025,8860,,3322,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-05 00:00:00,723534.26,700381.17,23153.09,562,1,,,,elementos de limp,6185,,723534.26,0.0
2026,962,2026-02-09 00:00:00,GMADA,D,P,2025,7012,,3390,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,820700.0,794437.6,26262.4,483,1,,,,pan,6417,,820700.0,0.0
2026,964,2026-02-09 00:00:00,GMADA,D,P,2025,5252,,3390,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,917600.0,888236.8,29363.2,483,1,,,,pan,6419,,917600.0,0.0
2026,965,2026-02-09 00:00:00,GMADA,D,P,2025,6208,,3390,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,826500.0,800052.0,26448.0,483,1,,,,PAN,6421,,826500.0,0.0
2026,966,2026-02-09 00:00:00,GMADA,D,P,2025,6894,,3525,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,2000000.0,1998400.0,1600.0,700,1,,,,honorarios,6424,,2000000.0,0.0
2026,968,2026-02-09 00:00:00,GMADA,D,P,2025,8844,,3336,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,760000.0,759392.0,608.0,516,1,,,,rep,6431,,760000.0,0.0
2026,969,2026-02-09 00:00:00,GMADA,D,P,2025,8869,,2410,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,80000.0,80000.0,0.0,539,1,,,,rep,6437,,80000.0,0.0
2026,970,2026-02-09 00:00:00,GMADA,D,P,2025,9956,,2410,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,595000.0,595000.0,0.0,544,1,,,,reparacion vehiculo,6439,,595000.0,0.0
2026,971,2026-02-09 00:00:00,GMADA,D,P,2025,9288,,2410,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,510000.0,510000.0,0.0,544,1,,,,elementos de electricidad,6441,,510000.0,0.0
2026,1189,2026-03-03 00:00:00,GMADA,D,P,2025,5092,,441,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-03-03 00:00:00,68660.0,67286.8,1373.2,928,1,,,,arts de papelera,9697,,68660.0,0.0
2026,1241,2026-03-12 00:00:00,GMADA,D,P,2025,8654,,17,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-12 00:00:00,93000.0,88350.0,4650.0,925,1,,,,aceites y filtros,11006,,93000.0,0.0
2026,1242,2026-03-12 00:00:00,GMADA,D,P,2025,8656,,17,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-12 00:00:00,690400.0,655880.0,34520.0,930,1,,,,repuestos,11013,,690400.0,0.0
2026,1243,2026-03-12 00:00:00,GMADA,D,P,2025,9622,,3332,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-12 00:00:00,179000.0,179000.0,0.0,931,1,,,,reparacion,11030,,179000.0,0.0
2026,1244,2026-03-12 00:00:00,GMADA,D,P,2025,8390,,3332,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-12 00:00:00,347000.0,347000.0,0.0,931,1,,,,rep,11034,,347000.0,0.0
2026,1245,2026-03-12 00:00:00,GMADA,D,P,2025,8352,,3332,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-12 00:00:00,146400.0,146400.0,0.0,931,1,,,,CARGA DE MATAFUEGOS,11037,,146400.0,0.0
2026,1246,2026-03-12 00:00:00,GMADA,D,P,2025,5554,,3396,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-12 00:00:00,695000.0,667200.0,27800.0,,1,,,,placa,11053,,695000.0,0.0
2026,1201,2026-03-04 00:00:00,GMADA,D,P,2025,200,,1994,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-04 00:00:00,16000.0,15840.0,160.0,,1,,,,flete,9960,,16000.0,0.0
2026,1202,2026-03-04 00:00:00,GMADA,D,P,2025,7928,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,8900.0,8900.0,0.0,818,1,,,,arts elécts,9961,,8900.0,0.0
2026,1203,2026-03-04 00:00:00,GMADA,D,P,2025,4543,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,7900.0,7900.0,0.0,818,1,,,,arts de elect.,9967,,7900.0,0.0
2026,972,2026-02-09 00:00:00,GMADA,D,P,2025,8944,,2410,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,465000.0,465000.0,0.0,544,1,,,,REP,6442,,465000.0,0.0
2026,973,2026-02-09 00:00:00,GMADA,D,P,2025,5315,,2410,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,305000.0,305000.0,0.0,544,1,,,,trabajos de elect.,6444,,305000.0,0.0
2026,974,2026-02-09 00:00:00,GMADA,D,P,2025,7384,,2410,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,135000.0,135000.0,0.0,544,1,,,,Reparacion vehiculos,6445,,135000.0,0.0
2026,975,2026-02-09 00:00:00,GMADA,D,P,2025,505,,877,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,80000.0,80000.0,0.0,491,1,,,,srvs. de grabac.,6447,,80000.0,0.0
2026,976,2026-02-09 00:00:00,GMADA,D,P,2025,505,,877,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,160000.0,160000.0,0.0,491,1,,,,srvs. de grabac.,6456,,160000.0,0.0
2026,977,2026-02-09 00:00:00,GMADA,D,P,2025,6661,,3297,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,366000.0,361608.0,4392.0,515,1,,,,repuestos,6458,,366000.0,0.0
2026,1204,2026-03-04 00:00:00,GMADA,D,P,2025,7879,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,11600.0,11600.0,0.0,818,1,,,,cinta metrica,9972,,11600.0,0.0
2026,1205,2026-03-04 00:00:00,GMADA,D,P,2025,7866,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,16800.0,16800.0,0.0,818,1,,,,LAMPARA LED,9975,,16800.0,0.0
2026,1206,2026-03-04 00:00:00,GMADA,D,P,2025,7863,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,42200.0,42200.0,0.0,818,1,,,,REP,9977,,42200.0,0.0
2026,1207,2026-03-04 00:00:00,GMADA,D,P,2025,7992,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,47400.0,47400.0,0.0,818,1,,,,arts de elect,9983,,47400.0,0.0
2026,1208,2026-03-04 00:00:00,GMADA,D,P,2025,4782,,171,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,15000.0,15000.0,0.0,818,1,,,,lámparas,9984,,15000.0,0.0
2026,1209,2026-03-04 00:00:00,GMADA,D,P,2025,5017,,1315,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,237000.0,237000.0,0.0,765,1,,,,pelota,9987,,237000.0,0.0
2026,1210,2026-03-04 00:00:00,GMADA,D,P,2025,9391,,2636,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,90000.0,89100.0,900.0,763,1,,,,serv de mantenimiento,9988,,90000.0,0.0
2026,1211,2026-03-04 00:00:00,GMADA,D,P,2025,9551,,2636,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,131000.0,129690.0,1310.0,763,1,,,,ventana,9989,,131000.0,0.0
2026,1212,2026-03-04 00:00:00,GMADA,D,P,2025,8636,,86,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,35500.0,35500.0,0.0,764,1,,,,VIDRIOS,9992,,35500.0,0.0
2026,1213,2026-03-04 00:00:00,GMADA,D,P,2025,5952,,3419,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-04 00:00:00,3000000.0,2784000.0,216000.0,908,1,,,,ALBAÑILERIA,10057,,3000000.0,0.0
2026,899,2026-02-04 00:00:00,GMADA,D,P,2025,9765,,1514,1110107000,2,132,93,0,0,7,6,1,0,,C,,,,S,2026-02-04 00:00:00,2571557.99,2530126.84,41431.15,463,1,,,,Combustible,5917,,2571557.99,0.0
2026,900,2026-02-04 00:00:00,GMADA,D,P,2025,9385,,1514,1110107000,2,132,93,0,0,7,6,1,0,,C,,,,S,2026-02-04 00:00:00,2192400.0,2148552.0,43848.0,463,1,,,,comb-,5928,,2192400.0,0.0
2026,901,2026-02-04 00:00:00,GMADA,D,P,2025,8355,,1514,1110107000,2,132,93,0,0,7,6,1,0,,C,,,,S,2026-02-04 00:00:00,11432000.0,11089040.0,342960.0,463,1,,,,GASOIL,5937,,11432000.0,0.0
2026,980,2026-02-09 00:00:00,GMADA,D,P,2025,6694,,141,1110107000,2,110,93,0,0,7,6,3,0,,C,,,,S,2026-02-09 00:00:00,138449.25,138449.25,0.0,517,1,,,,arts de pint,6470,,138449.25,0.0
2026,981,2026-02-09 00:00:00,GMADA,D,P,2025,9277,,1514,1110107000,2,132,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,9525600.0,9335088.01,190511.99,567,1,,,,gas-oil,6514,,9525600.0,0.0
2026,982,2026-02-09 00:00:00,GMADA,D,P,2025,7400,,1514,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,2011499.99,1971269.99,40230.0,567,1,,,,Repuestos vehiculos,6515,,2011499.99,0.0
2026,983,2026-02-09 00:00:00,GMADA,D,P,2025,8650,,1514,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,3010214.0,2950009.72,60204.28,567,1,,,,lubricantes,6519,,3010214.0,0.0
2026,984,2026-02-09 00:00:00,GMADA,D,P,2025,9745,,1514,1110107000,2,132,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,9574323.0,9382836.54,191486.46,567,1,,,,combustible,6520,,9574323.0,0.0
2026,985,2026-02-09 00:00:00,GMADA,D,P,2025,9386,,1514,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,10584000.0,10266480.0,317520.0,567,1,,,,comb.,6535,,10584000.0,0.0
2026,986,2026-02-09 00:00:00,GMADA,D,P,2025,8632,,1514,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,5836000.0,5719280.0,116720.0,567,1,,,,gas-oil,6537,,5836000.0,0.0
2026,987,2026-02-09 00:00:00,GMADA,D,P,2025,8384,,1514,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,4287000.0,4201260.0,85740.0,561,1,,,,gasoil,6540,,4287000.0,0.0
2026,988,2026-02-09 00:00:00,GMADA,D,P,2025,9746,,1514,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,9306000.0,9119880.0,186120.0,561,1,,,,gas oil,6548,,9306000.0,0.0
2026,989,2026-02-09 00:00:00,GMADA,D,P,2025,9072,,1514,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,2895214.0,2837309.72,57904.28,567,1,,,,aceites,6549,,2895214.0,0.0
2026,990,2026-02-09 00:00:00,GMADA,D,P,2025,8663,,1259,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,12705.48,12705.48,0.0,645,1,,,,arts de elect,6550,,12705.48,0.0
2026,991,2026-02-09 00:00:00,GMADA,D,P,2025,8868,,1259,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,328575.8,324632.9,3942.9,645,1,,,,utiles,6551,,328575.8,0.0
2026,992,2026-02-09 00:00:00,GMADA,D,P,2025,8961,,1259,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,6581.4,6581.4,0.0,645,1,,,,insumos de elect,6552,,6581.4,0.0
2026,993,2026-02-09 00:00:00,GMADA,D,P,2025,7993,,1259,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,79164.4,79164.4,0.0,645,1,,,,arts de elect,6553,,79164.4,0.0
2026,994,2026-02-09 00:00:00,GMADA,D,P,2025,8662,,1259,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,69482.0,69482.0,0.0,645,2,,,,arts de elect,6554,,69482.0,0.0
2026,995,2026-02-09 00:00:00,GMADA,D,P,2025,6792,,1259,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,149394.0,146475.94,2918.06,646,1,,,,arts de elect,6555,,149394.0,0.0
2026,1214,2026-03-05 00:00:00,GMADA,D,P,2025,4487,,777,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-05 00:00:00,560500.0,560500.0,0.0,842,1,,,,repuestos,10107,,560500.0,0.0
2026,1215,2026-03-05 00:00:00,GMADA,D,P,2025,4429,,777,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-05 00:00:00,127000.0,127000.0,0.0,842,1,,,,rep,10108,,127000.0,0.0
2026,1228,2026-03-09 00:00:00,GMADA,D,P,2025,256,,41,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-09 00:00:00,70000.0,70000.0,0.0,841,1,,,,publicidad,10607,,70000.0,0.0
2026,1229,2026-03-09 00:00:00,GMADA,D,P,2025,256,,41,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-09 00:00:00,70000.0,70000.0,0.0,841,1,,,,publicidad,10608,,70000.0,0.0
2026,1230,2026-03-09 00:00:00,GMADA,D,P,2025,6896,,41,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-09 00:00:00,90000.0,90000.0,0.0,841,1,,,,locuc.,10609,,90000.0,0.0
2026,1231,2026-03-09 00:00:00,GMADA,D,P,2025,7818,,41,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-09 00:00:00,150000.0,150000.0,0.0,841,1,,,,locucion,10610,,150000.0,0.0
2026,1232,2026-03-09 00:00:00,GMADA,D,P,2025,256,,41,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-09 00:00:00,70000.0,0.0,70000.0,,0,,,,publicidad,10611,,70000.0,0.0
2026,1233,2026-03-09 00:00:00,GMADA,D,P,2025,256,,41,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-03-09 00:00:00,70000.0,70000.0,0.0,841,1,,,,publicidad,10613,,70000.0,0.0
2026,1249,2026-03-16 00:00:00,GMADA,D,P,2025,9805,,3287,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-16 00:00:00,71600.0,70740.8,859.2,,1,,,,Servicio de impresion,11476,,71600.0,0.0
2026,1250,2026-03-16 00:00:00,GMADA,D,P,2025,9547,,3287,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-16 00:00:00,59500.0,58786.0,714.0,,1,,,,serv de impresion,11478,,59500.0,0.0
2026,1251,2026-03-16 00:00:00,GMADA,D,P,2025,8480,,3287,1110107000,2,110,93,0,0,7,6,1,0,,N,,,,S,2026-03-16 00:00:00,42000.0,41496.0,504.0,,1,,,,servs de imp,11479,,42000.0,0.0
2026,978,2026-02-09 00:00:00,GMADA,D,P,2025,5687,,3297,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-09 00:00:00,211000.0,208468.0,2532.0,515,1,,,,repuestos,6462,,211000.0,0.0
2026,1008,2026-02-10 00:00:00,GMADA,D,P,2025,4857,,68,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-10 00:00:00,720000.0,720000.0,0.0,501,1,,,,destape de pozos,6638,,720000.0,0.0
2026,1013,2026-02-10 00:00:00,GMADA,D,P,2025,9414,,125,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-10 00:00:00,279256.78,275905.78,3351.0,518,1,,,,prod farm,6657,,279256.78,0.0
2026,1035,2026-02-10 00:00:00,GMADA,D,P,2025,9186,,2680,1110107000,2,131,93,0,0,7,6,1,0,,C,,,,S,2026-02-10 00:00:00,499500.0,493506.0,5994.0,505,1,,,,REP GAS,6686,,499500.0,0.0
2026,1036,2026-02-10 00:00:00,GMADA,D,P,2025,5088,,2680,1110107000,2,110,93,0,0,7,6,1,0,,C,,,,S,2026-02-10 00:00:00,234000.0,226522.0,7478.0,503,1,,,,gas,6687,,234000.0,0.0
